TIME,HUMIDITY
2020-04-28 12:02:33.264087,50
2020-04-28 12:02:33.264087,54
2020-04-28 12:02:33.264087,44
2020-04-28 12:02:33.264087,54
2020-04-28 12:02:33.264087,42
2020-04-28 12:06:01.302986,52
2020-04-28 12:06:01.302986,53
2020-04-28 12:06:01.302986,64
2020-04-28 12:06:01.302986,54
2020-04-28 12:06:01.302986,52

